what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018869892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354018871267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018875720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018876626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354018880673
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354018886095
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354018893220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018895360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018908344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018909563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018911954
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1354018915516
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354018915579
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354018915610
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354018928250
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354018928250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1354018928250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354018932547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354018941906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354018966906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018969344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018970844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018974734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018976422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354018981234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354018984093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354018987593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019021452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354019025093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019028687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019028718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019028734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019030468
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1354019030468
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354019032655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019034374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019053436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354019053483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019060374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019067233
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1354019071280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019073186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019075749
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354019079217
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354019088905
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354019094811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019095561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019124826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354019126373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354019126623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019147763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019154779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354019155888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354019156357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019156716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019301699
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354019307308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019310246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019346354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354019346433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019350792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019350854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019350854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019352792
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1354019352807
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1354019354057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019373307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019374854
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354019377495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019379729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019407463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354019407510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019409307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019639023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019642710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019651694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354019651726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019654210
started,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1354019742318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019765787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1354019765849
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1354019766849
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354019779943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019782083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019842489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354019842551
activated,view,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.views.MakeView",1354019845614
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354019857582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354019859567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354020059908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354020062252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354020063845
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354020063892
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354020063892
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354020066861
