what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunToLine",1349782775535
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1349782775628
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1349782775628
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1349782775628
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1349782782613
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1349782783660
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1349782783691
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1349782783706
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1349782786003
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1349782786910
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1349782789253
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1349782792581
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782792628
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782792675
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1349782793378
opened,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1349782793472
activated,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1349782793488
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1349782795191
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1349782796394
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1349782796472
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1349782796488
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1349782796488
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782797816
closed,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1349782797816
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782799675
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782799675
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1349782801300
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349782803956
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782804003
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1349782804097
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1349782806956
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782806987
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349782814253
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782818175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349782823878
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349782826018
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782838346
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782844268
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1349782853846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782858002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782888455
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782889815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349782892158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349782893752
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782894408
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782894455
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1349782894455
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782897627
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1349782901986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782903346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782904299
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782904330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1349782904330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782905564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782905846
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782905877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1349782905877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782906361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782906799
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782906846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1349782906846
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782911814
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1349782911814
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1349782914549
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1349782914924
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782915689
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1349782915689
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782916720
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1349782916720
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782917189
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1349782917189
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782917392
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1349782917408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782919502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782921080
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782921111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1349782921111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349782923283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349782940892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349782945486
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349782946470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782946470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782948111
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782952470
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782954673
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782960423
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349782961095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349782961845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783491549
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1349783496095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783528297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783530406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349783577888
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1349783641588
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1349783643010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783643307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783643869
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1349783648682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783654119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783697758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783730070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783760804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349783762788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785088361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349785137126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785138938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349785163610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349785164844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349785165704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349785167126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785169188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785189266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785195391
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785204203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785204219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785204828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785205672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785208172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785218047
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785219422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785232125
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785232812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785232812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785234437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785245953
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785247109
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785253203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785253218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785253984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785278593
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785279233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785284468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785347764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785353154
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785354608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785366592
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785368889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785392123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785398529
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785399107
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785409951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785409951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785410747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785424732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785427778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349785443497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785468997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349785477762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349785488715
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1349785489434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785506902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785508590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785512168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785515621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785526996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785533121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785540652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785864367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349785875226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790170591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790222028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790223371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790224981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790226965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790227996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790228012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790228012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790231543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790235777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790355354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349790357682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792827711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792835243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792838368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792839571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792839586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792839680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792841711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792842946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792894882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792898726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792900257
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1349792900257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349792901460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792902445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792903179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792904367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792986569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349792989116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793280862
