what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948769893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948770424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948778033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353948781783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948782267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948790127
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353948793986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948794970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948796861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948798080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948799611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948813876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948819251
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1353948823642
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1353948829157
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1353948833157
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1353948843501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948844985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948846110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948852954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948853766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948857157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948857766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353948862969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353948865048
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1353948871282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1353948874454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353948877797
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353948878985
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1353948885297
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.goto.prev.member",1353948887438
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.goto.prev.member",1353948887625
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1353948894297
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1353948903125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353948907797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353948908672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1353948923219
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353948927656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948927672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948928359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948929422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948931719
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353948936203
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1353948936203
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353948937937
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1353948937937
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353948949312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948949328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948949921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948950968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948952250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353948984780
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353948987437
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353948993108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948993108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948995046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948996015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353948996108
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353949001858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353949001874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353949003374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353949007030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353950334652
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950336465
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950515290
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950532056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353950562196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353950563524
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950597492
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1353950639492
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950653679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353950658445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353950659820
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950659882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353950711632
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353950734866
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950741162
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950777318
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950807365
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950892176
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950914817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353950928801
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353950929582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353950930457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353950931723
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950936660
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950942972
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950961207
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353950964285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353951030862
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951056049
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951061377
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951067361
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951070721
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951084127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951088549
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951100064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951106720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951131142
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951136970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951144220
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951145876
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951154876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353951157876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951159407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951160204
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1353951160204
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1353951161204
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951162532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353951168735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951171298
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353951173704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951173719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951175141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951194000
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1353951197547
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353951215766
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353951224625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951259312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951309296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951326983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353951395857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951538199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951548793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951562449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951582574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353951765962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952056224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952058474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952072989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353952094348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952095380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952140738
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1353952147113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952150316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952152191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952162488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952169957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952171113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952172504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952173160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952175035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952178363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952179910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952181910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952182738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952193769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952195331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952199378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952200722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952206128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952207597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952298846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952304189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952318845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952340470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952344470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952346111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952346751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952348236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952354814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952356892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952360157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952362673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353952373563
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952432141
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952433516
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952448125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1353952453422
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952457922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1353952464687
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1353952466937
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1353952467031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952471312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952478484
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952478562
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952478609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1353952480171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353952485625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1353952498531
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1353952504265
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952510155
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952535327
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1353952543014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952551155
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952555921
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952555967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952555983
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952584311
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952587029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353952588076
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1353952609123
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1353952639248
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1353952639560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1353952861448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353952889276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001238261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001242574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001243480
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001246636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001246636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001247793
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001255902
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001260292
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001265011
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001266730
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001267933
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001271105
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1354001271105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354001298120
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001299683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001316510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001319776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001320042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001321307
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.refactor.extract.function",1354001321323
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001331260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001345619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001347041
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.refactor.extract.function",1354001347041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001356854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001357947
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.refactor.extract.function",1354001357947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001366229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354001367369
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.refactor.extract.function",1354001367369
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001370057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354001394822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354001408228
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001412994
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1354001412994
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001415415
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1354001415415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354001423790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354001434384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354001442618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354001462384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354001471165
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001471837
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1354001471837
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001475040
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1354001475040
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354001481555
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1354001481555
