what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793916682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793923619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793935666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793936416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793940244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793940869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793950416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793951681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349793956994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793966931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793972509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793976775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793977415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349793980009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793995290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793996368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793999400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349793999962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794002040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794003415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794015806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794017040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794022009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794023540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349794028634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794036258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349794037337
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1349794040712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349794041227
