what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1354008193482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354008201153
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1354008202669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008204731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008206060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008207731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008398323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008398838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008428166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008429244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008513165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354008523352
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1354008547946
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1354008548930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008548946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008549930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008550868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008553196
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354008555539
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354008555696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008562086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008572086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008579820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008580852
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1354008583211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008583211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008583930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008585102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008585242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354008589367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354008590742
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1354008592805
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354008594914
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1354008615507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008615601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008617679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008618586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354008620023
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354008621460
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1354008623398
